amfi_code,scheme_name,cagr_1yr_pct,cagr_3yr_pct,cagr_5yr_pct
100016,HDFC Top 100 Fund - Regular Plan - Growth,-2.224270997710287,1.292649342495622,2.529046249620115
100025,HDFC Short Term Debt Fund - Regular - Growth,3.704968580461343,3.9163899571040384,3.986647630120066
100033,HDFC Mid-Cap Opportunities Fund - Regular - Growth,53.23239623092084,32.442459421956116,26.41284418136891
101206,ABSL Frontline Equity Fund - Regular - Growth,47.92412023860102,28.96769452874166,20.414973065696017
101207,ABSL Small Cap Fund - Regular - Growth,-23.986031710270627,-4.152381044854481,7.187271340560786
101208,ABSL Liquid Fund - Regular - Growth,7.23664530138024,6.315784491375509,5.708714371093349
102885,UTI Nifty 50 Index Fund - Regular - Growth,20.207703983094838,19.66726206830185,15.622759053747926
102886,UTI Mid Cap Fund - Regular - Growth,-16.797480944407305,-0.7674063178547241,0.8032695699041303
102887,UTI Flexi Cap Fund - Regular - Growth,13.5831349444816,25.556187904126524,14.919507520880849
118632,Nippon India Large Cap Fund - Regular - Growth,33.9810484550213,22.652359830098632,20.898396688116904
118633,Nippon India Large Cap Fund - Direct - Growth,25.539980483954096,21.08997654925684,14.526572994594433
118634,Nippon India Small Cap Fund - Regular - Growth,15.811221971300938,8.007927728656083,14.358247892501508
118635,Nippon India ETF Nifty 50 BeES,22.493224932249344,20.00820838047148,14.137091916219703
118636,Nippon India Gilt Securities Fund - Regular - Growth,10.454939683040276,4.062205023777143,4.598573072901702
119092,Axis Bluechip Fund - Regular - Growth,1.6091186722522632,0.5258871209757432,5.721639468307149
119093,Axis Bluechip Fund - Direct - Growth,19.7667410165155,20.816771175535862,6.921395355103566
119094,Axis Midcap Fund - Regular - Growth,22.261065131342207,35.11180209642853,24.535034300396564
119095,Axis Small Cap Fund - Regular - Growth,-42.797614558854406,-11.705806723995272,0.9616830231914841
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,5.5219955107626895,5.840358798463097,5.108771353646158
119551,SBI Bluechip Fund - Regular Plan - Growth,60.43734071403091,30.456524420302888,22.40207284794744
119552,SBI Bluechip Fund - Direct Plan - Growth,5.706100044974027,16.267372294624916,19.15259485221408
119598,SBI Small Cap Fund - Regular Plan - Growth,82.77605861507405,26.66992200118774,28.41391272219287
119599,SBI Small Cap Fund - Direct Plan - Growth,13.947803355189968,-1.337386614488112,2.1910435832351416
120503,ICICI Pru Bluechip Fund - Regular - Growth,8.489081269294418,13.978381933703044,16.257351134484587
120504,ICICI Pru Bluechip Fund - Direct - Growth,13.064279264417976,32.48742855621496,20.51168188415211
120505,ICICI Pru Midcap Fund - Regular - Growth,29.604659337893647,31.777537151234704,28.89388246767115
120506,ICICI Pru Value Discovery Fund - Regular - Growth,41.81904829701364,18.421996537444542,14.87668197926224
120507,ICICI Pru Liquid Fund - Regular - Growth,7.42505077613469,7.394286300360076,6.331473803574905
120841,Kotak Bluechip Fund - Regular - Growth,16.837098075385626,17.26727508371786,11.736215772519
120842,Kotak Emerging Equity Fund - Regular - Growth,22.50195657587366,7.756003551327284,5.510668933051677
120843,Kotak Flexicap Fund - Regular - Growth,26.657081760850154,29.58277033726251,26.287126056316467
120844,Kotak Liquid Fund - Regular - Growth,7.120323042122512,6.695971624586994,6.055280871442981
125497,HDFC Top 100 Fund - Direct Plan - Growth,28.67535802656873,18.434488610520173,16.5325903377463
125498,HDFC Mid-Cap Opportunities Fund - Direct - Growth,15.443720834451845,11.245222866621418,9.990638711344314
148567,Mirae Asset Large Cap Fund - Regular - Growth,20.360678307711865,34.00091602163293,26.3149802906119
148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,14.269394138778924,14.748035533586012,19.19013572159991
148569,Mirae Asset Tax Saver Fund - Regular - Growth,39.75176148971702,29.178901578393777,27.41707694597304
149322,DSP Top 100 Equity Fund - Regular - Growth,18.11115252275146,18.04420648663614,11.887955009317807
149323,DSP Midcap Fund - Regular - Growth,21.481222193726257,26.869990828902203,25.599707110077464
149324,DSP Small Cap Fund - Regular - Growth,65.13871892998797,27.000426614519245,28.187713206128606
